01063900;"ANIMAIS VIVOS";"01063900 - OUTRAS AVES VIVAS";2016-01-01;;UN;UNIDADE;2018-10-01;
01064100;"ANIMAIS VIVOS";"01064100 - ABELHAS VIVAS";2016-01-01;;KG;QUILOGRAMA;2018-10-01;"Correção divulgada em 13/07/2017"
01064900;"ANIMAIS VIVOS";"01064900 - OUTROS INSETOS VIVOS";2016-01-01;;KG;QUILOGRAMA;2018-10-01;"Correção divulgada em 13/07/2017"
01069000;"ANIMAIS VIVOS";"01069000 - OUTROS ANIMAIS VIVOS";2016-01-01;;UN;UNIDADE;2018-10-01;
02011000;"CARNES E MIUDEZAS, COMESTÍVEIS";"02011000 - CARCAÇAS E MEIAS-CARCS. DE BOV., FRESC.REFR.";2016-01-01;;KG;QUILOGRAMA;2018-10-01;
02012010;"CARNES E MIUDEZAS, COMESTÍVEIS";"02012010 - QUARTOS DIANT. BOV. Ñ DESOSS. FRESC.OU REFR.";2016-01-01;;KG;QUILOGRAMA;2018-10-01;
02012020;"CARNES E MIUDEZAS, COMESTÍVEIS";"02012020 - QUARTOS TRAZ.BOV.Ñ DESOSS.FRESC.OU REFRIG.";2016-01-01;;KG;QUILOGRAMA;2018-10-01;
02012090;"CARNES E MIUDEZAS, COMESTÍVEIS";"02012090 - OUTS CARNES BOV.Ñ DESOSS.FRESC OU REFRIG.";2016-01-01;;KG;QUILOGRAMA;2018-10-01;
02013000;"CARNES E MIUDEZAS, COMESTÍVEIS";"02013000 - OUTS CARNES BOV. DESOSS.FRESC OU REFRIG.";2016-01-01;;KG;QUILOGRAMA;2018-10-01;
02021000;"CARNES E MIUDEZAS, COMESTÍVEIS";"02021000 - CARCAÇAS E MEIAS-CARCAÇAS DE BOVINOS,CONG.";2016-01-01;;KG;QUILOGRAMA;2018-10-01;
02022010;"CARNES E MIUDEZAS, COMESTÍVEIS";"02022010 - QUART.DIANTEIRO DE BOVINO NÃO DESOSS., CONG.";2016-01-01;;KG;QUILOGRAMA;2018-10-01;
02022020;"CARNES E MIUDEZAS, COMESTÍVEIS";"02022020 - QUART.TRASEIRO DE BOVINO NÃO DESOSS., CONG.";2016-01-01;;KG;QUILOGRAMA;2018-10-01;
02022090;"CARNES E MIUDEZAS, COMESTÍVEIS";"02022090 - OUTRAS CARNES BOV. NÃO DESOSS.,CONGELADAS";2016-01-01;;KG;QUILOGRAMA;2018-10-01;
02023000;"CARNES E MIUDEZAS, COMESTÍVEIS";"02023000 - CARNES DE BOVINO DESOSSADAS, CONGELADAS";2016-01-01;;KG;QUILOGRAMA;2018-10-01;
02031100;"CARNES E MIUDEZAS, COMESTÍVEIS";"02031100 - CARCS E MEIAS-CARCS. DE SUÍNOS, FRESC., REFR.";2016-01-01;;KG;QUILOGRAMA;2018-10-01;
02031200;"CARNES E MIUDEZAS, COMESTÍVEIS";"02031200 - PERNA E PEDAÇO Ñ DESOS. SUÍNOS, FRESC.,REFR.";2016-01-01;;KG;QUILOGRAMA;2018-10-01;
02031900;"CARNES E MIUDEZAS, COMESTÍVEIS";"02031900 - OUTRAS CARNES DE SUÍNOS, FRESCAS OU REFRIG.";2016-01-01;;KG;QUILOGRAMA;2018-10-01;
02032100;"CARNES E MIUDEZAS, COMESTÍVEIS";"02032100 - CARCS. E MEIAS-CARCS. DE SUÍNOS, CONGELADAS";2016-01-01;;KG;QUILOGRAMA;2018-10-01;
02032200;"CARNES E MIUDEZAS, COMESTÍVEIS";"02032200 - PERNA E PEDAÇO Ñ DESOS. SUÍNOS, CONGELADOS";2016-01-01;;KG;QUILOGRAMA;2018-10-01;
02032900;"CARNES E MIUDEZAS, COMESTÍVEIS";"02032900 - OUTRAS CARNES DE SUÍNO,CONGELADAS";2016-01-01;;KG;QUILOGRAMA;2018-10-01;
02041000;"CARNES E MIUDEZAS, COMESTÍVEIS";"02041000 - CARCS.E MEIAS-CARCS D/CORDEIRO,FRESC.,REFR.";2016-01-01;;KG;QUILOGRAMA;2018-10-01;
02042100;"CARNES E MIUDEZAS, COMESTÍVEIS";"02042100 - CARCS.E MEIAS-CARCS.DE OVINOS,FRESC.REFRIG.";2016-01-01;;KG;QUILOGRAMA;2018-10-01;
02042200;"CARNES E MIUDEZAS, COMESTÍVEIS";"02042200 - OUTRAS PEÇAS Ñ DESOSS.D/OVINOS,FRESC.REFR.";2016-01-01;;KG;QUILOGRAMA;2018-10-01;
02042300;"CARNES E MIUDEZAS, COMESTÍVEIS";"02042300 - PÇS DESOSSADAS D/OVINOS,FRESCAS OU REFRIG.";2016-01-01;;KG;QUILOGRAMA;2018-10-01;
02043000;"CARNES E MIUDEZAS, COMESTÍVEIS";"02043000 - CARCS. E MEIAS-CARCS. DE CORDEIRO,CONG.";2016-01-01;;KG;QUILOGRAMA;2018-10-01;
02044100;"CARNES E MIUDEZAS, COMESTÍVEIS";"02044100 - CARCS. E MEIAS-CARCS. OUTS.OVINOS,CONG.";2016-01-01;;KG;QUILOGRAMA;2018-10-01;
02044200;"CARNES E MIUDEZAS, COMESTÍVEIS";"02044200 - OUTS.PÇS NÃO DESOSS.DE OVINOS,CONGELADAS";2016-01-01;;KG;QUILOGRAMA;2018-10-01;
02044300;"CARNES E MIUDEZAS, COMESTÍVEIS";"02044300 - PEÇAS DESOSSADAS DE OVINOS,CONGELADAS";2016-01-01;;KG;QUILOGRAMA;2018-10-01;
02045000;"CARNES E MIUDEZAS, COMESTÍVEIS";"02045000 - CARNES DE CAPRINOS,FRESC.,REFRIG.OU CONG.";2016-01-01;;KG;QUILOGRAMA;2018-10-01;
02050000;"CARNES E MIUDEZAS, COMESTÍVEIS";"02050000 - CARNE CAVALO,ASININA,MUAR,FRESC.REF.,CONG.";2016-01-01;;KG;QUILOGRAMA;2018-10-01;
02061000;"CARNES E MIUDEZAS, COMESTÍVEIS";"02061000 - MIUDEZAS DE BOVINOS,FRESCAS/REFRIGERADAS";2016-01-01;;KG;QUILOGRAMA;2018-10-01;
02062100;"CARNES E MIUDEZAS, COMESTÍVEIS";"02062100 - LÍNGUAS DE BOVINOS CONGELADAS";2016-01-01;;KG;QUILOGRAMA;2018-10-01;
02062200;"CARNES E MIUDEZAS, COMESTÍVEIS";"02062200 - FÍGADOS DE BOVINOS CONGELADOS";2016-01-01;;KG;QUILOGRAMA;2018-10-01;
02062910;"CARNES E MIUDEZAS, COMESTÍVEIS";"02062910 - RABOS DE BOVINOS CONGELADOS";2016-01-01;;KG;QUILOGRAMA;2018-10-01;
02062990;"CARNES E MIUDEZAS, COMESTÍVEIS";"02062990 - OUTRAS MIUDEZAS COMESTÍVEIS., D/BOVINO,CONG.";2016-01-01;;KG;QUILOGRAMA;2018-10-01;
02063000;"CARNES E MIUDEZAS, COMESTÍVEIS";"02063000 - MIUDEZAS DA ESPÉCIE SUÍNA FRESCAS OU REFR.";2016-01-01;;KG;QUILOGRAMA;2018-10-01;
02064100;"CARNES E MIUDEZAS, COMESTÍVEIS";"02064100 - FÍGADOS DE SUÍNOS, CONGELADOS";2016-01-01;;KG;QUILOGRAMA;2018-10-01;
02064900;"CARNES E MIUDEZAS, COMESTÍVEIS";"02064900 - OUTRAS MIUDEZAS DE SUÍNOS, CONGELADAS";2016-01-01;;KG;QUILOGRAMA;2018-10-01;
02068000;"CARNES E MIUDEZAS, COMESTÍVEIS";"02068000 - OUTRAS MIUDEZAS FRESCAS OU REFRIGERADAS";2016-01-01;;KG;QUILOGRAMA;2018-10-01;
02069000;"CARNES E MIUDEZAS, COMESTÍVEIS";"02069000 - OUTRAS MIUDEZAS CONGELADAS";2016-01-01;;KG;QUILOGRAMA;2018-10-01;
02071100;"CARNES E MIUDEZAS, COMESTÍVEIS";"02071100 - CARNES GALOS/GALINHAS,Ñ CORT.,FRESCAS/REFR.";2016-01-01;;KG;QUILOGRAMA;2018-10-01;
02071200;"CARNES E MIUDEZAS, COMESTÍVEIS";"02071200 - CARNES GALOS/GALINHAS,Ñ CORT.,CONGELADO";2016-01-01;;KG;QUILOGRAMA;2018-10-01;
02071300;"CARNES E MIUDEZAS, COMESTÍVEIS";"02071300 - PEDAÇOS/MIUDEZ.,D/GALOS/GALINHAS,FRESC,REF.";2016-01-01;;KG;QUILOGRAMA;2018-10-01;
02071400;"CARNES E MIUDEZAS, COMESTÍVEIS";"02071400 - PEDAÇOS E MIUDEZ.DE GALOS E GALINHAS,CONG.";2016-01-01;;KG;QUILOGRAMA;2018-10-01;
02072400;"CARNES E MIUDEZAS, COMESTÍVEIS";"02072400 - CARNES DE PERUAS/PERUS, Ñ CORT.,FRES/REFR.";2016-01-01;;KG;QUILOGRAMA;2018-10-01;
02072500;"CARNES E MIUDEZAS, COMESTÍVEIS";"02072500 - CARNES DE PERUS/AS Ñ CORT.PEDAÇOS, CONG.";2016-01-01;;KG;QUILOGRAMA;2018-10-01;
02072600;"CARNES E MIUDEZAS, COMESTÍVEIS";"02072600 - CARNES DE PERUAS/US,MIUDEZ.,FRESCOS/REFRIG.";2016-01-01;;KG;QUILOGRAMA;2018-10-01;
02072700;"CARNES E MIUDEZAS, COMESTÍVEIS";"02072700 - CARNES PEDAÇOS E MIUDEZ.DE PERUS/AS,CONG.";2016-01-01;;KG;QUILOGRAMA;2018-10-01;
02074100;"CARNES E MIUDEZAS, COMESTÍVEIS";"02074100 - CARNES E MIUDEZAS COMEST.FRESCAS/REFRIG.Ñ CORT.DE PATOS";2016-01-01;;KG;QUILOGRAMA;2018-10-01;
02074200;"CARNES E MIUDEZAS, COMESTÍVEIS";"02074200 - CARNES E MIUDEZAS COMEST.CONG. Ñ CORT.DE PATOS";2016-01-01;;KG;QUILOGRAMA;2018-10-01;
02074300;"CARNES E MIUDEZAS, COMESTÍVEIS";"02074300 - FÍGADOS GORDOS (FOIES GRAS), FRESCOS/REFRIG. DE PATOS";2016-01-01;;KG;QUILOGRAMA;2018-10-01;
02074400;"CARNES E MIUDEZAS, COMESTÍVEIS";"02074400 - OUTRAS CARNES E MIUDEZAS FRESCAS/REFRIG. DE PATOS";2016-01-01;;KG;QUILOGRAMA;2018-10-01;
02074500;"CARNES E MIUDEZAS, COMESTÍVEIS";"02074500 - OUTRAS CARNES E MIUDEZAS CONGELADAS DE PATOS";2016-01-01;;KG;QUILOGRAMA;2018-10-01;
02075100;"CARNES E MIUDEZAS, COMESTÍVEIS";"02075100 - CARNES E MIUDEZAS COMEST.FRESCAS/REFRIG.Ñ CORT.DE GANSO";2016-01-01;;KG;QUILOGRAMA;2018-10-01;
02075200;"CARNES E MIUDEZAS, COMESTÍVEIS";"02075200 - CARNES E MIUDEZAS COMEST.CONG. Ñ CORT.DE GANSOS";2016-01-01;;KG;QUILOGRAMA;2018-10-01;
02075300;"CARNES E MIUDEZAS, COMESTÍVEIS";"02075300 - FÍGADOS GORDOS (FOIES GRAS), FRESCOS/REFRIG. DE GANSOS";2016-01-01;;KG;QUILOGRAMA;2018-10-01;
02075400;"CARNES E MIUDEZAS, COMESTÍVEIS";"02075400 - OUTRAS CARNES E MIUDEZAS FRESCAS/REFRIG. DE GANSOS";2016-01-01;;KG;QUILOGRAMA;2018-10-01;
02075500;"CARNES E MIUDEZAS, COMESTÍVEIS";"02075500 - OUTRAS CARNES E MIUDEZAS CONGELADAS DE GANSOS";2016-01-01;;KG;QUILOGRAMA;2018-10-01;
02076000;"CARNES E MIUDEZAS, COMESTÍVEIS";"02076000 - CARNES,MIUD.COMEST.FRESC.REFR.CONG.D/GALINAS-D'ANGOLA";2016-01-01;;KG;QUILOGRAMA;2018-10-01;
02081000;"CARNES E MIUDEZAS, COMESTÍVEIS";"02081000 - CARNES,MIUDEZ.D/COELHO,LEBRE,FR/REFR.CONG.";2016-01-01;;KG;QUILOGRAMA;2018-10-01;
02083000;"CARNES E MIUDEZAS, COMESTÍVEIS";"02083000 - CARNES,MIUD.COM.D/PRIMATAS FRES.REFR.CONG.";2016-01-01;;KG;QUILOGRAMA;2018-10-01;
02084000;"CARNES E MIUDEZAS, COMESTÍVEIS";"02084000 - CARNES,MIUD.COMEST.FRESC.REFR.CONG.D/BALEIAS,GOLF.BOT.,";2016-01-01;;KG;QUILOGRAMA;2018-10-01;
02085000;"CARNES E MIUDEZAS, COMESTÍVEIS";"02085000 - CARN.MIUD.D/RÉPTS,SERP.TART.MAR.FR.REF.CONG.";2016-01-01;;KG;QUILOGRAMA;2018-10-01;
02086000;"CARNES E MIUDEZAS, COMESTÍVEIS";"02086000 - CARNES,MIUD.COMEST.FRESC.REFR.CONG.D/CAMELOS E OUTROS";2016-01-01;;KG;QUILOGRAMA;2018-10-01;
02089000;"CARNES E MIUDEZAS, COMESTÍVEIS";"02089000 - OUTRAS CARNES E MIUD.COMEST.FRESCO REFRIG./CONGELADOS";2016-01-01;;KG;QUILOGRAMA;2018-10-01;
02091011;"CARNES E MIUDEZAS, COMESTÍVEIS";"02091011 - TOUCINHO DE PORCO FRESCO, REFRIGERADO/CONGELADO";2016-01-01;;KG;QUILOGRAMA;2018-10-01;
02091019;"CARNES E MIUDEZAS, COMESTÍVEIS";"02091019 - TOUCINHO DE PORCO SALGADO,EM SALMOURA,SECO OU DEFUMADO";2016-01-01;;KG;QUILOGRAMA;2018-10-01;
02091021;"CARNES E MIUDEZAS, COMESTÍVEIS";"02091021 - GORDURA DE PORCO FRESCA REFRIGERADA OU CONGELADA";2016-01-01;;KG;QUILOGRAMA;2018-10-01;
02091029;"CARNES E MIUDEZAS, COMESTÍVEIS";"02091029 - GORDURA DE PORCO SALGADA OU EM SALMOURA, SECA/DEFUMADA";2016-01-01;;KG;QUILOGRAMA;2018-10-01;
02099000;"CARNES E MIUDEZAS, COMESTÍVEIS";"02099000 - OUTS.GORD.DE AVES FRESC.REFR.CONG.SALG.SALM.SECOS/DEFUM";2016-01-01;;KG;QUILOGRAMA;2018-10-01;
02101100;"CARNES E MIUDEZAS, COMESTÍVEIS";"02101100 - PERNAS,PÁS,ETC.Ñ DESOSS.SUÍNOS,SALG.SECAS";2016-01-01;;KG;QUILOGRAMA;2018-10-01;
02101200;"CARNES E MIUDEZAS, COMESTÍVEIS";"02101200 - BARRIGAS E PEITOS Ñ DESOSS.SUÍNOS,SALG.SECA";2016-01-01;;KG;QUILOGRAMA;2018-10-01;
02101900;"CARNES E MIUDEZAS, COMESTÍVEIS";"02101900 - OUTS.CARNES SUÍNAS,SALG.SECAS OU DEFUMS.";2016-01-01;;KG;QUILOGRAMA;2018-10-01;
02102000;"CARNES E MIUDEZAS, COMESTÍVEIS";"02102000 - CARNES BOVINAS,SALGADAS,SECAS OU DEFUMS.";2016-01-01;;KG;QUILOGRAMA;2018-10-01;
02109100;"CARNES E MIUDEZAS, COMESTÍVEIS";"02109100 - CARN.MIUD,D/PRIM.SAL.SEC.DEF.FAR.D/CARN/MIUD.";2016-01-01;;KG;QUILOGRAMA;2018-10-01;
02109200;"CARNES E MIUDEZAS, COMESTÍVEIS";"02109200 - CARNES E MIUD.;FARINH.E PÓS COMEST.D/BALEIAS,GOLF.BOTOS";2016-01-01;;KG;QUILOGRAMA;2018-10-01;
02109300;"CARNES E MIUDEZAS, COMESTÍVEIS";"02109300 - CARN.MIUD.D/RÉPTEIS,SERP.TAR,DEF.F/CAR.MIUD.";2016-01-01;;KG;QUILOGRAMA;2018-10-01;
02109900;"CARNES E MIUDEZAS, COMESTÍVEIS";"02109900 - OUTS.CARNES E MIUD.COMEST.FARINH.E PÓS,SALG.OU EM SALM.";2016-01-01;2018-06-30;KG;QUILOGRAMA;2018-10-01;
02109911;"CARNES E MIUDEZAS, COMESTÍVEIS";"02109911 - CARNES DE AVES - DE GALOS E DE GALINHAS";2018-07-01;;KG;QUILOGRAMA;2018-10-01;
02109919;"CARNES E MIUDEZAS, COMESTÍVEIS";"02109919 - CARNES DE AVES - OUTRAS";2018-07-01;;KG;QUILOGRAMA;2018-10-01;
02109920;"CARNES E MIUDEZAS, COMESTÍVEIS";"02109920 - CARNES DA ESPÉCIE OVINA";2018-07-01;;KG;QUILOGRAMA;2018-10-01;
02109930;"CARNES E MIUDEZAS, COMESTÍVEIS";"02109930 - CARNES DA ESPÉCIE CAVALAR";2018-07-01;;KG;QUILOGRAMA;2018-10-01;
02109940;"CARNES E MIUDEZAS, COMESTÍVEIS";"02109940 - MIUDEZAS COMESTÍVEIS";2018-07-01;;KG;QUILOGRAMA;2018-10-01;
02109990;"CARNES E MIUDEZAS, COMESTÍVEIS";"02109990 - OUTRAS";2018-07-01;;KG;QUILOGRAMA;2018-10-01;
03011110;"PEIXES E CRUSTÁCEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQUÁTICOS";"03011110 - ARUANÃ (OSTEOGLOSSUM BICIRRHOSUM)";2016-01-01;;UN;UNIDADE;2018-10-01;"Revertido pela NT 2016.001 v1.30"
03011190;"PEIXES E CRUSTÁCEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQUÁTICOS";"03011190 - OUTROS PEIXES VIVOS ORNAMENTAIS DE ÁGUA DOCE";2016-01-01;;UN;UNIDADE;2018-10-01;"Revertido pela NT 2016.001 v1.30"
03011900;"PEIXES E CRUSTÁCEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQUÁTICOS";"03011900 - PEIXES VIVOS ORNAMENTAIS DE ÁGUA SALGADA";2016-01-01;;UN;UNIDADE;2018-10-01;"Revertido pela NT 2016.001 v1.30"
03019110;"PEIXES E CRUSTÁCEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQUÁTICOS";"03019110 - TRUTAS PARA REPRODUÇÃO";2016-01-01;;KG;QUILOGRAMA;2018-10-01;
03019190;"PEIXES E CRUSTÁCEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQUÁTICOS";"03019190 - OUTRAS TRUTAS (SALMO TRUTTA ETC.)VIVAS";2016-01-01;;KG;QUILOGRAMA;2018-10-01;
03019210;"PEIXES E CRUSTÁCEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQUÁTICOS";"03019210 - ENGUIAS PARA REPRODUÇÃO";2016-01-01;;KG;QUILOGRAMA;2018-10-01;
03019290;"PEIXES E CRUSTÁCEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQUÁTICOS";"03019290 - OUTRAS ENGUIAS (ANGUILLA SPP.) VIVAS";2016-01-01;;KG;QUILOGRAMA;2018-10-01;
03019310;"PEIXES E CRUSTÁCEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQUÁTICOS";"03019310 - CARPAS PARA REPRODUÇÃO";2016-01-01;;KG;QUILOGRAMA;2018-10-01;
03019390;"PEIXES E CRUSTÁCEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQUÁTICOS";"03019390 - OUTRAS CARPAS";2016-01-01;;KG;QUILOGRAMA;2018-10-01;
03019410;"PEIXES E CRUSTÁCEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQUÁTICOS";"03019410 - ATUNS AZUIS PARA REPRODUÇÃO";2016-01-01;;KG;QUILOGRAMA;2018-10-01;
03019490;"PEIXES E CRUSTÁCEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQUÁTICOS";"03019490 - OUTROS ATUNS AZUIS";2016-01-01;;KG;QUILOGRAMA;2018-10-01;
03019510;"PEIXES E CRUSTÁCEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQUÁTICOS";"03019510 - ATUNS-DO-SUL (THUNNUS MACCOYII) P/REPRODUÇÃO";2016-01-01;;KG;QUILOGRAMA;2018-10-01;
03019590;"PEIXES E CRUSTÁCEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQUÁTICOS";"03019590 - OUTS. ATUNS-DO-SUL (THUNNUS MACCOYII) P/REPR.";2016-01-01;;KG;QUILOGRAMA;2018-10-01;
03019911;"PEIXES E CRUSTÁCEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQUÁTICOS";"03019911 - TILÁPIAS PARA REPRODUÇÃO";2016-01-01;;KG;QUILOGRAMA;2018-10-01;
03019912;"PEIXES E CRUSTÁCEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQUÁTICOS";"03019912 - ESTURJÕES PARA REPRODUÇÃO";2016-01-01;;KG;QUILOGRAMA;2018-10-01;
03019919;"PEIXES E CRUSTÁCEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQUÁTICOS";"03019919 - OUTROS PEIXES PARA REPRODUÇÃO";2016-01-01;;KG;QUILOGRAMA;2018-10-01;
03019991;"PEIXES E CRUSTÁCEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQUÁTICOS";"03019991 - OUTRAS TILÁPIAS VIVAS";2016-01-01;;KG;QUILOGRAMA;2018-10-01;
03019992;"PEIXES E CRUSTÁCEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQUÁTICOS";"03019992 - OUTROS ESTURJÕES VIVOS";2016-01-01;;KG;QUILOGRAMA;2018-10-01;
03019999;"PEIXES E CRUSTÁCEOS, MOLUSCOS E OUTROS INVERTEBRADOS AQUÁTICOS";"03019999 - OUTROS PEIXES VIVOS";2016-01-01;;KG;QUILOGRAMA;2018-10-01;
